Filename	Document Name	Parties	Agreement Date	Effective Date	Expiration Date	Renewal Term (Days)	Notice Period To Terminate Renewal	Termination For Convenience	Change Of Control	Anti-Assignment	Revenue/Profit Sharing	Ip Ownership Assignment	Joint Ip Ownership	Non-Transferable License	Source Code Escrow	Post-Termination Services	Audit Rights	Uncapped Liability	Cap On Liability	Liquidated Damages	Warranty Duration
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF	"Franchise Agreement

Addendum to Lease Agreement"	"The Joint Corp (“we”, “us”, the “Company”, or “The Joint Corp.""); (“you,” “Franchise Owner,” or “Franchisee"")
 
 ________________________________________ (“you,” “Franchise Owner,” or “Franchisee)(if you are a partnership, corporation, or limited liability company, your “Principal Owners”)"				3650		Yes	Yes	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf	FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)	"EL POLLO LOCO, INC. (""El Pollo Loco"" or ""Franchisor""); an individual (""Developer"")"						Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.pdf	GAS FRANCHISE AGREEMENT	"TOWN OF VINTON, VIRGINIA (""Grantor""); ROANOKE GAS COMPANY (""Grantee"")"	11/17/15	1/1/16	1/1/36			No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.pdf	GAS TRANSPORTATION AGREEMENT	"PennTex North Louisiana Operating, LLC (""Transporter""); MRD Operating LLC (“Customer”)(""Parties"" and individually as a ""Party)"	4/14/15	4/14/15	12/31/30		30	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.PDF	GAS TRANSPORTATION AGREEMENT	"TENNESSEE GAS PIPELINE COMPANY (""Transporter""); LOUISVILLE GAS AND ELECTRIC COMPANY (""Shipper""); Transporter and Shipper shall collectively be referred to herein as the ""Parties""."	11/1/02	11/1/02	10/31/12			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf	GLOBAL MAINTENANCE AGREEMENT (	"AZUL LINHAS AÉREAS BRASILEIRAS S/A (""Company"", ""AZUL""); AVIONS DE TRANSPORT REGIONAL, G.I.E. (“Repairer”, “ATR”); AZUL LINHAS AÉREAS BRASILEIRAS and AVIONS DE TRANSPORT REGIONAL, G.I.E. (individually referred to as the “Party” or collectively as the “Parties”)"	3/9/15					Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	Yes
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.pdf	GLOBAL MASTER SUPPLY AGREEMENT	"ExxonMobil Chemical Company (""Seller""), on behalf of itself and in the interest of the ExxonMobil affiliates listed on Attachment B (each an ""ExxonMobil Selling Affiliate"" or ""EMCC/A"" or collectively, ""ExxonMobil Selling Affiliates""); West Pharmaceutical Services, Inc. (""Buyer""), on behalf of itself and the Buyer affiliates listed on Attachment C (each a ""Buyer Affiliate"" or “West/A"" or collectively, ""Buyer Affiliates"")"	1/10/20	1/1/19	12/31/23			No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.pdf	GUARANTEES OF MASTER FRANCHISE AGREEMENT	"Kiosk Concepts, Inc. (""Franchisor""); (""Master Franchisee""); (""Guarantors"")"						No	No	No	No	No	No	No	No	No	No	No	No	No	No
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.PDF	HOSTING AGREEMENT	"eGain Communications Corporation (""eGain""); Eliance Corporation (""Customer"")"				365	30	No	No	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf	INTELLECTUAL PROPERTY AGREEMENT	"Armstrong Flooring, Inc. (""Seller""); AFI Licensing LLC, (""Licensing"" and together with Seller, ""Arizona""); AHF Holding, Inc. (formerly known as Tarzan HoldCo, Inc.)(""Buyer""); Armstrong Hardwood Flooring Company (""Company""and together with Buyer the ""Buyer Entities"")(each of Arizona and the Buyer Entities, a ""Party"" and collectively, the ""Parties"")"	12/31/18	12/31/18	Perpetual			No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF	Intellectual Property Agreement	"Marv Enterprises, LLC (""Marv""); Premier Biomedical, Inc. (""Premier""); Technology Health, Inc. (""THI""); (Each shall be referred to as a “Party” and collectively as the “Parties.”)"	5/12/20	5/12/20				No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.PDF"	INTELLECTUAL PROPERTY AGREEMENT	"Visualant Incorporated (""Company""); Kenneth Turpin (""Turpin"")"	6/16/04		perpetual			No	No	No	No	Yes	No	No	No	Yes	No	No	No	No	No
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF	INTELLECTUAL PROPERTY AGREEMENT	"WestRock Company (""Parent""); Ingevity Corporation (""SpinCo""); SpinCo and Parent (individually referred to herein as a “Party” and collectively as the “Parties”)"	5/14/16					Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	No	No	No	No
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF"	INTELLECTUAL PROPERTY AGREEMENT	"The Babcock and Wilcox Company (""RemainCo""); Babcock and Wilcox Enterprises, Inc. (""SpinCo""); individually as a “Party,” and collectively as the “Parties”"	6/26/15	6/25/15				No	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No	No	No
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF"	INTELLECTUAL PROPERTY AGREEMENT	"Equifax Inc. (""Equifax""); Certegy Inc. (""Certegy"")"	6/30/01		perpetual			No	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	No	Yes	No	No
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF"	INTELLECTUAL PROPERTY AGREEMENT	"Armstrong Flooring, Inc. (""Seller""); AFI Licensing LLC (""Licensing""); AFI Licensing LLC together with Armstrong Flooring, Inc. (""Arizona""); AHF Holding, Inc. (""Buyer""); Armstrong Hardwood Flooring Company (""Company""); AHF Holding, Inc. together with Armstrong Hardwood Flooring Company (""Buyer Entities""); (each of Arizona on the one hand and the Buyer Entities on the other hand, a “Party” and collectively, the “Parties”)"	12/31/18	12/31/18	perpetual			No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF"	Intellectual Property Agreement	"GSI Technology, Inc. (""PURCHASER""); Sony Electronics Inc. (""SONY""); individually as a ""party"", collectively as the ""parties"""	8/28/09		perpetual			No	Yes	Yes	No	Yes	No	Yes	No	No	Yes	No	No	No	No
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF"	INTELLECTUAL PROPERTY AGREEMENT	"THE HERTZ CORPORATION (""THC""); HERTZ SYSTEM, INC. (""HSI""); HERC RENTALS INC. (""HERC""); (hereinafter referred to collectively the ""Parties"", and individually as a ""party"""	6/30/16	6/30/16				No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF	Intellectual Property Agreement	"JingWei HengTong Technology (""ShenZhen""); ShenZhen JingWei Communication Co., Ltd."	2/8/07	2/8/07	2/8/12			Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No
MSCIINC_02_28_2008-EX-10.10-.PDF	Intellectual Property Agreement	"Morgan Stanley & Co. Incorporated (""MS""); MSCI Inc. (""MSCI""); MS and MSCI individually as ""Party"" and collectively as the ""Parties"""	11/20/07	11/20/07				No	No	No	No	No	No	No	No	No	No	No	Yes	No	No
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF"	INTELLECTUAL PROPERTY AGREEMENT	"United Technologies Corporation (""UTC""); Otis Worldwide Corporation (""Otis""); Carrier Global Corporation (""Carrier""); each a ""Party"", and together, the ""Parties"""	4/2/20		perpetual			No	No	Yes	No	Yes	No	Yes	No	No	No	No	Yes	No	No
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF	INTELLECTUAL PROPERTY AGREEMENT	"NMS Communications Corp. (""Seller""); Verson Backhaul Solutions, Inc. (""Backhaul"")"	12/20/07					No	No	No	No	Yes	No	No	No	No	No	No	No	No	No
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF	INTELLECTUAL PROPERTY AGREEMENT	"Motorola Solutions, Inc. (""Seller""); Zebra Technologies Corporation (""Purchaser"")"	4/14/14	4/14/14				No	Yes	Yes	No	Yes	No	Yes	No	No	No	No	Yes	No	No
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf	"INTELLECTUAL PROPERTY AGREEMENT, d"	"NUANCE COMMUNICATIONS, INC (""Nuance""); CERENCE INC. (""SpinCo"")"	9/30/19					Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	Yes	No	No
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.pdf	"INTELLECTUAL PROPERTY AGREEMENT, d"	"HONEYWELL INTERNATIONAL INC. (""Honeywell""); GARRETT MOTION INC. (""SpinCo"")"	9/27/18	9/27/18				Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	Yes	No	No
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.pdf	Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement	"SQUARE TWO GOLF INC. (""Company""); KATHY WHITWORTH (""Professional"")"						No	No	No	No	Yes	No	No	No	No	No	No	No	No	No
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf	INTELLECTUAL PROPERTY RIGHTS AGREEMENT	"Synchron (""Investor""); Rare Element Resources Ltd. (""Company"")"	10/2/17					No	No	Yes	No	Yes	No	Yes	No	No	No	No	No	No	No
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF	INTERNET CHANNEL COOPERATION AGREEMENT	"Beijing Baidu Netcom Science and Technology Co., Ltd. (""Party A""); China Online Housing (Hong Kong) Co., Ltd. (""Party B""); Beijing Yisheng Leju Information Services Co., Ltd (""Party C""); Party A, Party B, Party C (individually a ""Party"", collectively the ""Parties"")"	4/29/10	4/29/10	8/1/14			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
ArcGroupInc_20171211_8-K_EX-10.1_10976103_EX-10.1_Sponsorship Agreement.pdf	JACKSONVILLE JAGUARS SPONSORSHIP AGREEMENT	"Jacksonville Jaguars, LLC (""Club""); The ARC Group, Inc. (""Sponser"")"	11/27/17	4/1/18	2/28/23			No	No	No	No	No	No	No	No	No	No	No	No	No	No
AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement.pdf	JOINT CONTENT LICENSE AGREEMENT	"WPT Enterprises, Inc. (“WPT”); ZYNGA INC. (“Zynga US”); ZYNGA GAME IRELAND LIMITED (""Zynga Ireland"", and together with Zynga US and their respective Affiliates, “Zynga”)"	2/1/18	2/1/18	2/1/21	730		No	No	Yes	Yes	No	No	Yes	No	No	Yes	Yes	Yes	No	No
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf	JOINT DEVELOPMENT AGREEMENT	"ExxonMobil Research and Engineering Company (“ExxonMobil”); FuelCell Energy, Inc. (“FCE”)"	11/5/19	10/31/19	10/31/21			Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	No
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF	JOINT DEVELOPMENT AND MARKETING AGREEMENT	"LECLANCHÉ S.A. (""Leclanché""); OAK RIDGE ENERGY TECHNOLOGIES INC (""Oak Ridge""); (each a ""Party""” and together ""Parties"")"	4/6/14	4/6/14	4/6/15			No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No	No
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT.PDF	JOINT FILING AGREEMENT	"YA II PN, Ltd.; YA Global Investments II (U.S.), Ltd.; Yorkville Advisors Global, LP; Yorkville Advisors Global II, LLC; YAII GP, LP; Yorkville Advisors GP, LLC; D-Beta One EQ, Ltd.; D-Beta One Blocker EQ, Ltd.;
D-Beta One Growth and Opportunity Fund Offshore, LP; D-Beta One GP, LLC; Delta Beta Advisors, LP"	4/8/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.PDF"	JOINT FILING AGREEMENT	"ATHENE ANNUITY AND LIFE COMPANY; ATHENE ANNUITY & LIFE ASSURANCE COMPANY; ATHENE USA CORPORATION; ATHENE LIFE RE LTD.; ATHENE HOLDING LTD.; APOLLO INSURANCE SOLUTIONS GROUP LP; AISG GP LTD.; APOLLO LIFE ASSET, L.P.; APOLLO LIFE ASSET GP, LLC.; APOLLO CAPITAL MANAGEMENT, L.P.; APOLLO CAPITAL MANAGEMENT GP, LLC; APOLLO MANAGEMENT HOLDINGS, L.P.; APOLLO MANAGEMENT HOLDINGS GP, LLC; OMAHA EQUITY AGGREGATOR, L.P.; AP OMAHA ADVISORS, LLC; APOLLO HYBRID VALUE ADVISORS, L.P.; APOLLO HYBRID VALUE CAPITAL MANAGEMENT, LLC; APH HOLDINGS, L.P.; APOLLO PRINCIPAL HOLDINGS III GP, LTD."	7/6/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.PDF"	JOINT FILING AGREEMENT	PRAIRIE ECI ACQUIROR LP; PRAIRIE NON-ECI ACQUIROR LP; PRAIRIE VCOC ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR E LP; BIP HOLDINGS MANAGER L.L.C.; BLACKSTONE INFRASTRUCTURE ASSOCIATES L.P.; BIA GP L.P.; BIA GP L.L.C.; BLACKSTONE HOLDINGS III L.P.	2/19/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT.PDF"	JOINT FILING AGREEMENT	"CLARUS IV-A, L.P.; CLARUS IV-B, L.P.; CLARUS IV-C, L.P.; CLARUS IV-D, L.P.; CLARUS IV GP, L.P.; BLACKSTONE CLARUS GP L.P.; BLACKSTONE CLARUS GP L.L.C.; BLACKSTONE HOLDINGS I/II GP L.L.C.; THE BLACKSTONE GROUP INC.; BLACKSTONE GROUP MANAGEMENT L.L.C."	2/14/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.PDF	JOINT FILING AGREEMENT	ABP TRUST; ADAM D. PORTNOY	1/22/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT.PDF"	JOINT FILING AGREEMENT	"UNIFORM INVESTCO LP; UNIFORM INVESTCO GP LLC; THE VÄRDE FUND VI-A, L.P.; VÄRDE INVESTMENT PARTNERS, L.P.; VÄRDE INVESTMENT PARTNERS (OFFSHORE) MASTER, L.P.; VÄRDE INVESTMENT PARTNERS G.P., LLC; THE VÄRDE SKYWAY MASTER FUND, L.P.;THE VÄRDE SKYWAY FUND G.P., L.P.; THE VÄRDE SKYWAY FUND UGP, LLC; THE VÄRDE FUND XII (MASTER), L.P.; THE VÄRDE FUND XII G.P., L.P.; THE VÄRDE FUND XII UGP, LLC; VÄRDE CREDIT PARTNERS MASTER, L.P."	2/20/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"MACY'S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.PDF"	JOINT FILING AGREEMENT	VESA EQUITY INVESTMENT S.À R.L.; EP INVESTMENT S.À R.L.;  DANIEL KŘETÍNSKÝ	5/11/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT.PDF	JOINT FILING AGREEMENT	"Bank of America Corporatino, Banc of America Preferred Funding Corporation"	4/7/20	4/7/20				No	No	No	No	No	No	No	No	No	No	No	No	No	No
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.PDF	JOINT FILING AGREEMENT	"Shelby J. Butterfield (""Co-Trustee"")"	3/27/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.PDF"	JOINT FILING AGREEMENT	"ARES TRADING SA; MERCK SERONO SA COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY; MERCK KGAA DARMSTADT, GERMANY"						No	No	No	No	No	No	No	No	No	No	No	No	No	No
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.PDF"	JOINT FILING AGREEMENT	UBS ONCOLOGY IMPACT FUND L.P.; ONCOLOGY IMPACT FUND (CAYMAN) MANAGEMENT L.P.; MPM ONCOLOGY IMPACT MANAGEMENT LP; MPM ONCOLOGY IMPACT MANAGEMENT GP LLC	4/7/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT.PDF	JOINT FILING AGREEMENT	"HPS INVESTMENT PARTNERS, LCC; HPS MEZZANINE PARTNERS II, LLC; HPS MEZZANINE PARTNERS II OFFSHORE GP, L.P.; MEZZANINE PARTNERS - OFFSHORE INVESTMENT MASTER FUND II, L.P.; MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L; MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L II; HPS MEZZANINE PARTNERS II GP, L.P.; MEZZANINE PARTNERS II, L.P.; MEZZANINE PARTNERS II ONSHORE LUX S.À R.L; MEZZANINE PARTNERS II ONSHORE LUX S.À R.L II"	7/6/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.PDF"	JOINT FILING STATEMENT	"SCULPTOR CAPITAL LP; SCULPTOR CAPITAL HOLDING CORPORATION; SCULPTOR MANAGEMENT, INC.; SCULPTOR MASTER FUND LTD"	4/8/20					No	No	No	No	No	No	No	No	No	No	No	No	No	No
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement.pdf	JOINT SUPPLY AND MARKETING AGREEMENT	"Bunker One (USA) Inc. (""Bunker One""); Vertex Energy Operating LLC (""Vertex"")"	1/10/20	5/1/20	4/30/29	1820	120	No	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	No
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.PDF"	JOINT VENTURE AGREEMEN	"MJ Syndicated, Inc.; SIMPLY HERBAL; individually and collectively ""JVP"""	11/27/18	11/27/18	11/30/19			Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	No
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF	JOINT VENTURE AGREEMENT	"Collectible Concepts Group, Inc. (""CCGI""); Pivotal Self Service Tech, Inc. (""PVSS""); (the ""Parties"" or ""Joint Venturers"" if referred to collectively, or the ""Party"" or Joint Venturer"" if referred to singularly)"		3/1/03	2/28/04			No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF	Joint Venture Agreement	"Tate & Lyle Fermentation Products Ltd. (""T&L""); Tate & Lyle PLC; Igene Biotechnology, Inc. (""Igene""); (collectively ""Parties""); (each ""Party"")"	3/18/03	3/3/03				No	No	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No
"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT.PDF"	JOINT VENTURE AGREEMENT	Novo Integrated Sciences Inc. (“NVOS”); Harvest Gold Farms Inc. (“HGF”); NVOS and HGF (collectively as the “Parties” and separately as a “Party”)	12/19/19	12/19/19	12/19/24			No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF"	JOINT VENTURE AGREEMENT	"AizuFujitsu Semiconductor Limited (“AFSL”); Fujitsu Semiconductor Limited (“FSL”); Transphorm, Inc. (“TPH”); AizuFujitsu Semiconductor Limited, Fujitsu Semiconductor Limited, Transphorm, Inc. (collectively referred to as the “Parties” and individually, a “Party”)"	5/23/17					No	Yes	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT.PDF"	JOINT VENTURE AGREEMENT	"BorrowMoney.com, inc.; JVLS, LLC;  BorrowMoney.com, inc.; JVLS, LLC (individually the ""Member"" and collectively the ""Members"")"	3/20/20	3/1/20	2/28/25			No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF"	JOINT VENTURE AGREEMENT	"KIROMIC BIOPHARMA Inc.; MOLIPHARMA S.R.L. (""Party"" and, together, the ""Parties"")"	4/2/20	4/2/20	perpetual		365	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF	JOINT VENTURE AGREEMENT	"IMPCO Technologies Inc. including its successors and permitted assigns (""IMPCO""); MINDA INDUSTRIES LIMITED including its successors and permitted assigns (""MIL""), Nirmal K. MINDA including his heirs, executors, administrators or successors and permitted assigns (""MINDA"")"	5/18/01	5/18/01	perpetual			No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	No
VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.PDF	JOINT VENTURE CONTRACT	"Baoding Fengfan Group Limited Liability Company (""Party A""); Valence Technology, Inc. (""Party B"")"	11/8/02					No	No	Yes	Yes	No	No	No	No	No	Yes	No	No	No	No
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF	LICENCE AND MAINTENANCE AGREEMENT	"SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED (""SAP AFRICA""); TELKOM SOUTH AFRICA LIMITED (""TELKOM"")"	3/31/01		perpetual			Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	No	No	Yes	No	No
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf	LICENSE AND DEVELOPMENT AGREEMENT	"Bioeq IP, AG (""Bioeq""); Coherus BioSciences, Inc. (""Licensee"")"	11/2/19	11/2/19				Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No
NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf	License and Development Agreement	"NLS-1 Pharma AG (""Licensor"" or ""NLS""); Eurofarma Laboratorios S.A. (""Licensee"" or ""Eurofarma"")(""Party"" collectively the ""Parties"")"						No	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	Yes	No	No
REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT.PDF	LICENSE AND HOSTING AGREEMENT	"Transaction Applications Group, Inc. (""TAG""); Legacy Marketing Group, Inc. (""LMG"")"	10/17/07	10/17/07				No	No	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	No
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF	License and Hosting Agreement	"Corio Inc. (""CORIO""); Commerce One, Inc. (""COMMERCE ONE"")"	10/29/99	10/29/99	10/29/04	365	30	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF	License and Hosting Agreement	"Corio Inc. (""CORIO""); Changepoint, Inc. (""CHANGEPOINT"")"	12/13/99	12/13/99	12/13/04	365	30	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement.pdf	LICENSE AND RESELLER AGREEMENT	"EHAVE, INC. (""Ehave""); COMPANION HEALTHCARE TECHNOLOGIES CORP (""CHT"")"	10/30/18	10/30/18	Perpetual			Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf	"LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT"	"Xencor, Inc. (""Xencor""); Aimmune Therapeutics, Inc. (""Aimmune"")(""Party"" and collectively as the ""Parties"")"	2/4/20	2/4/20	perpetual			Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"	"LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT"	"Array BioPharma Inc., (""Array""); Ono Pharmaceutical Co., Ltd. (""Ono""); (individually ""Party"", collectively ""Parties"")"	5/31/17	5/31/17				Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	Yes
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF	LICENSING AND WEB SITE HOSTING AGREEMENT	"Mortgage Logic.com, Inc. (""Client""); TrueLink, Inc. (""TrueLink"")"	2/26/99	2/26/99	2/26/00	365	30	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No
